-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,-1,-1,-1,-1,-1,-1,-1,-1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,-1,-1,-1,-1,-1,15,15,-1,-1,15,15,15,15,15,15,-1,15,15,-1,-1,15,15,15,15,15,15,15,15,15,15,15
15,15,-1,-1,15,15,15,-1,-1,-1,-1,15,15,-1,-1,-1,15,15,-1,-1,-1,15,-1,-1,-1,15,15,15,15,15,15,15,15,15
15,-1,-1,15,15,15,15,15,-1,15,15,15,-1,-1,15,-1,15,-1,15,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,15,15,15,15,15
15,-1,15,15,15,15,15,15,-1,-1,-1,-1,-1,15,15,-1,-1,-1,15,15,-1,15,-1,15,-1,-1,15,15,-1,-1,15,15,15,15
15,-1,-1,-1,-1,-1,-1,-1,-1,15,15,15,-1,15,15,15,15,15,15,-1,-1,15,-1,15,15,-1,15,15,15,-1,-1,15,15,15
15,15,15,15,15,15,15,15,-1,15,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,15,-1,-1,-1,15,-1,15,15,-1,-1,15,15,15,15
15,15,15,15,15,15,15,15,14,15,15,-1,15,15,15,15,15,15,15,15,15,15,15,15,15,-1,-1,-1,15,15,15,15,15,15
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,-1,-1,-1,-1,-1,15,15,15,-1,20,-1,-1,-1,-1,-1
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,-1,15,-1,-1,15,-1,15,15,-1,15,15,-1,15,15,-1,15,15,15
15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,-1,15,15,-1,15,15,-1,15,15,-1,15,15,15
15,15,-1,15,15,15,15,15,15,-1,15,15,15,15,15,15,-1,-1,15,15,15,-1,15,15,-1,15,15,-1,15,15,-1,15,15,15
15,15,-1,15,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,15,15,15
15,15,-1,15,-1,-1,-1,15,-1,-1,15,15,15,-1,15,15,15,15,-1,15,15,15,15,15,-1,-1,15,15,15,15,-1,15,15,15
15,15,15,-1,-1,-1,15,15,15,-1,15,15,15,-1,-1,15,15,15,-1,15,15,15,15,-1,15,15,15,-1,-1,15,-1,15,15,15
15,15,15,15,15,-1,-1,15,15,-1,15,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,15,15,-1,15,15,15
15,15,15,15,15,-1,15,15,15,-1,15,-1,15,15,15,15,15,15,15,15,15,15,15,15,-1,-1,15,15,15,-1,20,15,15,15
15,15,15,15,15,-1,15,15,-1,15,15,-1,15,15,15,15,15,15,15,15,15,15,15,15,-1,15,15,15,-1,-1,15,15,15,15
15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
